item_id,item_name,category,dimensions,weight,fragility,expiry_date,current_location,entry_date
ITEM_0187,Product_187,Clothing,"{'length': 89, 'width': 28, 'height': 6}",16.28,True,2023-07-07,ZONE_5-R7-B16,2022-07-07
ITEM_0188,Product_188,Pharmaceuticals,"{'length': 67, 'width': 26, 'height': 19}",16.28,True,2023-07-08,ZONE_1-R3-B20,2022-07-08
ITEM_0189,Product_189,Machinery,"{'length': 25, 'width': 49, 'height': 23}",16.28,True,2023-07-09,ZONE_3-R1-B16,2022-07-09
ITEM_0190,Product_190,Food,"{'length': 39, 'width': 29, 'height': 6}",16.28,False,2023-07-10,ZONE_1-R1-B20,2022-07-10
ITEM_0191,Product_191,Machinery,"{'length': 11, 'width': 19, 'height': 27}",16.28,True,2023-07-11,ZONE_1-R9-B19,2022-07-11
ITEM_0192,Product_192,Machinery,"{'length': 70, 'width': 14, 'height': 7}",16.28,True,2023-07-12,ZONE_4-R6-B11,2022-07-12
ITEM_0193,Product_193,Food,"{'length': 72, 'width': 13, 'height': 21}",16.28,True,2023-07-13,ZONE_2-R3-B11,2022-07-13
ITEM_0194,Product_194,Furniture,"{'length': 92, 'width': 46, 'height': 17}",16.28,True,2023-07-14,ZONE_2-R7-B17,2022-07-14
ITEM_0195,Product_195,Machinery,"{'length': 33, 'width': 29, 'height': 28}",16.28,True,2023-07-15,ZONE_1-R10-B11,2022-07-15
ITEM_0196,Product_196,Clothing,"{'length': 76, 'width': 26, 'height': 11}",16.28,True,2023-07-16,ZONE_4-R3-B16,2022-07-16
ITEM_0197,Product_197,Machinery,"{'length': 58, 'width': 12, 'height': 26}",16.28,True,2023-07-17,ZONE_5-R9-B8,2022-07-17
ITEM_0198,Product_198,Clothing,"{'length': 80, 'width': 43, 'height': 26}",16.28,False,2023-07-18,ZONE_1-R7-B15,2022-07-18
ITEM_0199,Product_199,Electronics,"{'length': 60, 'width': 24, 'height': 8}",16.28,True,2023-07-19,ZONE_5-R1-B4,2022-07-19
ITEM_0200,Product_200,Machinery,"{'length': 19, 'width': 21, 'height': 6}",16.28,True,2023-07-20,ZONE_5-R3-B17,2022-07-20
ITEM_0201,Product_201,Electronics,"{'length': 69, 'width': 30, 'height': 12}",16.28,True,2023-07-21,ZONE_4-R8-B11,2022-07-21
ITEM_0202,Product_202,Electronics,"{'length': 95, 'width': 34, 'height': 21}",16.28,False,2023-07-22,ZONE_1-R9-B17,2022-07-22
ITEM_0203,Product_203,Furniture,"{'length': 89, 'width': 40, 'height': 15}",16.28,False,2023-07-23,ZONE_3-R8-B5,2022-07-23
ITEM_0204,Product_204,Clothing,"{'length': 81, 'width': 11, 'height': 23}",16.28,True,2023-07-24,ZONE_3-R9-B17,2022-07-24
ITEM_0205,Product_205,Clothing,"{'length': 15, 'width': 33, 'height': 23}",16.28,True,2023-07-25,ZONE_1-R7-B2,2022-07-25
ITEM_0206,Product_206,Furniture,"{'length': 47, 'width': 16, 'height': 11}",16.28,True,2023-07-26,ZONE_1-R1-B9,2022-07-26
ITEM_0207,Product_207,Furniture,"{'length': 26, 'width': 32, 'height': 23}",16.28,False,2023-07-27,ZONE_5-R9-B20,2022-07-27
ITEM_0208,Product_208,Food,"{'length': 97, 'width': 18, 'height': 27}",16.28,False,2023-07-28,ZONE_4-R7-B13,2022-07-28
ITEM_0209,Product_209,Machinery,"{'length': 51, 'width': 11, 'height': 29}",16.28,False,2023-07-29,ZONE_3-R4-B10,2022-07-29
ITEM_0210,Product_210,Machinery,"{'length': 86, 'width': 13, 'height': 5}",16.28,True,2023-07-30,ZONE_1-R5-B3,2022-07-30
ITEM_0211,Product_211,Clothing,"{'length': 38, 'width': 39, 'height': 17}",16.28,True,2023-07-31,ZONE_1-R5-B14,2022-07-31
ITEM_0212,Product_212,Pharmaceuticals,"{'length': 86, 'width': 19, 'height': 9}",16.28,False,2023-08-01,ZONE_4-R10-B12,2022-08-01
ITEM_0213,Product_213,Machinery,"{'length': 46, 'width': 36, 'height': 5}",16.28,False,2023-08-02,ZONE_3-R4-B17,2022-08-02
ITEM_0214,Product_214,Electronics,"{'length': 28, 'width': 30, 'height': 28}",16.28,False,2023-08-03,ZONE_4-R8-B20,2022-08-03
ITEM_0215,Product_215,Clothing,"{'length': 85, 'width': 48, 'height': 10}",16.28,False,2023-08-04,ZONE_4-R3-B3,2022-08-04
ITEM_0216,Product_216,Furniture,"{'length': 67, 'width': 42, 'height': 20}",16.28,True,2023-08-05,ZONE_2-R2-B15,2022-08-05
ITEM_0217,Product_217,Furniture,"{'length': 43, 'width': 19, 'height': 18}",16.28,False,2023-08-06,ZONE_4-R1-B4,2022-08-06
ITEM_0218,Product_218,Electronics,"{'length': 46, 'width': 14, 'height': 11}",16.28,True,2023-08-07,ZONE_4-R10-B6,2022-08-07
ITEM_0219,Product_219,Food,"{'length': 15, 'width': 35, 'height': 16}",16.28,False,2023-08-08,ZONE_2-R3-B14,2022-08-08
ITEM_0220,Product_220,Food,"{'length': 30, 'width': 27, 'height': 13}",16.28,True,2023-08-09,ZONE_3-R8-B12,2022-08-09
ITEM_0221,Product_221,Food,"{'length': 87, 'width': 25, 'height': 20}",16.28,False,2023-08-10,ZONE_1-R6-B19,2022-08-10
ITEM_0222,Product_222,Food,"{'length': 98, 'width': 36, 'height': 23}",16.28,False,2023-08-11,ZONE_4-R8-B19,2022-08-11
ITEM_0223,Product_223,Food,"{'length': 53, 'width': 30, 'height': 10}",16.28,False,2023-08-12,ZONE_2-R10-B5,2022-08-12
ITEM_0224,Product_224,Machinery,"{'length': 37, 'width': 35, 'height': 21}",16.28,False,2023-08-13,ZONE_4-R1-B7,2022-08-13
ITEM_0225,Product_225,Machinery,"{'length': 75, 'width': 45, 'height': 16}",16.28,False,2023-08-14,ZONE_4-R10-B7,2022-08-14
ITEM_0226,Product_226,Food,"{'length': 17, 'width': 20, 'height': 17}",16.28,True,2023-08-15,ZONE_3-R3-B1,2022-08-15
ITEM_0227,Product_227,Pharmaceuticals,"{'length': 51, 'width': 23, 'height': 16}",16.28,True,2023-08-16,ZONE_1-R2-B7,2022-08-16
ITEM_0228,Product_228,Food,"{'length': 89, 'width': 21, 'height': 22}",16.28,False,2023-08-17,ZONE_1-R1-B10,2022-08-17
ITEM_0229,Product_229,Machinery,"{'length': 86, 'width': 25, 'height': 9}",16.28,True,2023-08-18,ZONE_4-R4-B14,2022-08-18
ITEM_0230,Product_230,Electronics,"{'length': 71, 'width': 23, 'height': 21}",16.28,False,2023-08-19,ZONE_2-R6-B19,2022-08-19
ITEM_0231,Product_231,Electronics,"{'length': 12, 'width': 41, 'height': 13}",16.28,False,2023-08-20,ZONE_4-R8-B14,2022-08-20
ITEM_0232,Product_232,Electronics,"{'length': 56, 'width': 36, 'height': 22}",16.28,True,2023-08-21,ZONE_5-R5-B11,2022-08-21
ITEM_0233,Product_233,Clothing,"{'length': 79, 'width': 42, 'height': 10}",16.28,False,2023-08-22,ZONE_3-R5-B3,2022-08-22
ITEM_0234,Product_234,Clothing,"{'length': 96, 'width': 48, 'height': 27}",16.28,True,2023-08-23,ZONE_1-R6-B3,2022-08-23
ITEM_0235,Product_235,Electronics,"{'length': 74, 'width': 22, 'height': 20}",16.28,True,2023-08-24,ZONE_4-R4-B17,2022-08-24
ITEM_0236,Product_236,Machinery,"{'length': 61, 'width': 23, 'height': 13}",16.28,True,2023-08-25,ZONE_5-R3-B15,2022-08-25
ITEM_0237,Product_237,Food,"{'length': 70, 'width': 24, 'height': 22}",16.28,True,2023-08-26,ZONE_2-R2-B19,2022-08-26
ITEM_0238,Product_238,Pharmaceuticals,"{'length': 20, 'width': 27, 'height': 19}",16.28,True,2023-08-27,ZONE_4-R3-B18,2022-08-27
ITEM_0239,Product_239,Machinery,"{'length': 11, 'width': 46, 'height': 9}",16.28,False,2023-08-28,ZONE_4-R2-B4,2022-08-28
ITEM_0240,Product_240,Electronics,"{'length': 77, 'width': 16, 'height': 19}",16.28,False,2023-08-29,ZONE_4-R1-B10,2022-08-29
ITEM_0241,Product_241,Food,"{'length': 81, 'width': 16, 'height': 11}",16.28,False,2023-08-30,ZONE_4-R2-B20,2022-08-30
ITEM_0242,Product_242,Pharmaceuticals,"{'length': 48, 'width': 15, 'height': 25}",16.28,False,2023-08-31,ZONE_2-R5-B11,2022-08-31
ITEM_0243,Product_243,Furniture,"{'length': 65, 'width': 42, 'height': 15}",16.28,True,2023-09-01,ZONE_2-R3-B7,2022-09-01
ITEM_0244,Product_244,Electronics,"{'length': 30, 'width': 34, 'height': 17}",16.28,False,2023-09-02,ZONE_2-R4-B6,2022-09-02
ITEM_0245,Product_245,Furniture,"{'length': 75, 'width': 49, 'height': 5}",16.28,False,2023-09-03,ZONE_1-R8-B11,2022-09-03
ITEM_0246,Product_246,Electronics,"{'length': 46, 'width': 14, 'height': 23}",16.28,True,2023-09-04,ZONE_5-R7-B11,2022-09-04
ITEM_0247,Product_247,Food,"{'length': 85, 'width': 27, 'height': 13}",16.28,False,2023-09-05,ZONE_2-R6-B1,2022-09-05
ITEM_0248,Product_248,Furniture,"{'length': 72, 'width': 42, 'height': 29}",16.28,False,2023-09-06,ZONE_3-R2-B19,2022-09-06
ITEM_0249,Product_249,Electronics,"{'length': 31, 'width': 10, 'height': 9}",16.28,False,2023-09-07,ZONE_5-R2-B18,2022-09-07
ITEM_0250,Product_250,Food,"{'length': 64, 'width': 45, 'height': 15}",16.28,True,2023-09-08,ZONE_5-R8-B17,2022-09-08
ITEM_0251,Product_251,Food,"{'length': 47, 'width': 42, 'height': 17}",16.28,True,2023-09-09,ZONE_4-R4-B20,2022-09-09
ITEM_0252,Product_252,Electronics,"{'length': 16, 'width': 16, 'height': 20}",16.28,False,2023-09-10,ZONE_4-R7-B11,2022-09-10
ITEM_0253,Product_253,Furniture,"{'length': 82, 'width': 14, 'height': 12}",16.28,False,2023-09-11,ZONE_5-R6-B3,2022-09-11
ITEM_0254,Product_254,Electronics,"{'length': 16, 'width': 31, 'height': 10}",16.28,False,2023-09-12,ZONE_2-R2-B17,2022-09-12
ITEM_0255,Product_255,Food,"{'length': 69, 'width': 18, 'height': 23}",16.28,True,2023-09-13,ZONE_3-R1-B12,2022-09-13
ITEM_0256,Product_256,Food,"{'length': 22, 'width': 36, 'height': 11}",16.28,False,2023-09-14,ZONE_2-R1-B13,2022-09-14
ITEM_0257,Product_257,Food,"{'length': 80, 'width': 47, 'height': 7}",16.28,False,2023-09-15,ZONE_1-R10-B16,2022-09-15
ITEM_0258,Product_258,Machinery,"{'length': 25, 'width': 19, 'height': 12}",16.28,False,2023-09-16,ZONE_4-R8-B11,2022-09-16
ITEM_0259,Product_259,Pharmaceuticals,"{'length': 39, 'width': 41, 'height': 25}",16.28,False,2023-09-17,ZONE_5-R4-B6,2022-09-17
ITEM_0260,Product_260,Food,"{'length': 85, 'width': 25, 'height': 26}",16.28,False,2023-09-18,ZONE_2-R7-B16,2022-09-18
ITEM_0261,Product_261,Furniture,"{'length': 80, 'width': 26, 'height': 12}",16.28,True,2023-09-19,ZONE_2-R10-B5,2022-09-19
ITEM_0262,Product_262,Clothing,"{'length': 82, 'width': 27, 'height': 11}",16.28,False,2023-09-20,ZONE_5-R10-B1,2022-09-20
ITEM_0263,Product_263,Furniture,"{'length': 10, 'width': 39, 'height': 17}",16.28,True,2023-09-21,ZONE_1-R6-B13,2022-09-21
ITEM_0264,Product_264,Clothing,"{'length': 70, 'width': 49, 'height': 25}",16.28,True,2023-09-22,ZONE_4-R4-B4,2022-09-22
ITEM_0265,Product_265,Pharmaceuticals,"{'length': 35, 'width': 11, 'height': 28}",16.28,False,2023-09-23,ZONE_1-R6-B3,2022-09-23
ITEM_0266,Product_266,Clothing,"{'length': 91, 'width': 48, 'height': 26}",16.28,False,2023-09-24,ZONE_3-R5-B15,2022-09-24
ITEM_0267,Product_267,Furniture,"{'length': 74, 'width': 15, 'height': 24}",16.28,True,2023-09-25,ZONE_2-R6-B1,2022-09-25
ITEM_0268,Product_268,Pharmaceuticals,"{'length': 69, 'width': 39, 'height': 17}",16.28,True,2023-09-26,ZONE_5-R4-B4,2022-09-26
ITEM_0269,Product_269,Machinery,"{'length': 31, 'width': 35, 'height': 27}",16.28,True,2023-09-27,ZONE_2-R9-B4,2022-09-27
ITEM_0270,Product_270,Food,"{'length': 34, 'width': 41, 'height': 7}",16.28,False,2023-09-28,ZONE_5-R8-B9,2022-09-28
ITEM_0271,Product_271,Pharmaceuticals,"{'length': 63, 'width': 40, 'height': 12}",16.28,False,2023-09-29,ZONE_5-R9-B2,2022-09-29
ITEM_0272,Product_272,Clothing,"{'length': 49, 'width': 38, 'height': 8}",16.28,False,2023-09-30,ZONE_2-R5-B14,2022-09-30
ITEM_0273,Product_273,Furniture,"{'length': 56, 'width': 22, 'height': 10}",16.28,False,2023-10-01,ZONE_5-R9-B10,2022-10-01
ITEM_0274,Product_274,Electronics,"{'length': 89, 'width': 37, 'height': 27}",16.28,False,2023-10-02,ZONE_3-R6-B9,2022-10-02
ITEM_0275,Product_275,Pharmaceuticals,"{'length': 63, 'width': 13, 'height': 19}",16.28,True,2023-10-03,ZONE_1-R10-B12,2022-10-03
ITEM_0276,Product_276,Food,"{'length': 18, 'width': 12, 'height': 7}",16.28,True,2023-10-04,ZONE_1-R9-B3,2022-10-04
ITEM_0277,Product_277,Electronics,"{'length': 30, 'width': 24, 'height': 23}",16.28,True,2023-10-05,ZONE_4-R4-B2,2022-10-05
ITEM_0278,Product_278,Pharmaceuticals,"{'length': 45, 'width': 14, 'height': 20}",16.28,True,2023-10-06,ZONE_3-R5-B13,2022-10-06
ITEM_0279,Product_279,Machinery,"{'length': 93, 'width': 23, 'height': 15}",16.28,False,2023-10-07,ZONE_2-R2-B14,2022-10-07
ITEM_0280,Product_280,Electronics,"{'length': 42, 'width': 48, 'height': 21}",16.28,False,2023-10-08,ZONE_5-R8-B18,2022-10-08
ITEM_0281,Product_281,Machinery,"{'length': 76, 'width': 26, 'height': 16}",16.28,True,2023-10-09,ZONE_5-R2-B19,2022-10-09
ITEM_0282,Product_282,Food,"{'length': 51, 'width': 18, 'height': 29}",16.28,False,2023-10-10,ZONE_1-R3-B11,2022-10-10
ITEM_0283,Product_283,Pharmaceuticals,"{'length': 98, 'width': 32, 'height': 10}",16.28,True,2023-10-11,ZONE_5-R8-B5,2022-10-11
ITEM_0284,Product_284,Pharmaceuticals,"{'length': 52, 'width': 31, 'height': 29}",16.28,True,2023-10-12,ZONE_2-R1-B12,2022-10-12
ITEM_0285,Product_285,Food,"{'length': 18, 'width': 44, 'height': 29}",16.28,True,2023-10-13,ZONE_3-R3-B11,2022-10-13
ITEM_0286,Product_286,Furniture,"{'length': 95, 'width': 33, 'height': 19}",16.28,False,2023-10-14,ZONE_1-R1-B4,2022-10-14
ITEM_0287,Product_287,Furniture,"{'length': 21, 'width': 20, 'height': 20}",16.28,False,2023-10-15,ZONE_1-R10-B17,2022-10-15
ITEM_0288,Product_288,Food,"{'length': 77, 'width': 48, 'height': 7}",16.28,False,2023-10-16,ZONE_5-R8-B18,2022-10-16
ITEM_0289,Product_289,Pharmaceuticals,"{'length': 84, 'width': 22, 'height': 8}",16.28,False,2023-10-17,ZONE_5-R6-B14,2022-10-17
ITEM_0290,Product_290,Furniture,"{'length': 54, 'width': 14, 'height': 26}",16.28,False,2023-10-18,ZONE_3-R7-B7,2022-10-18
ITEM_0291,Product_291,Furniture,"{'length': 65, 'width': 24, 'height': 10}",16.28,True,2023-10-19,ZONE_5-R10-B18,2022-10-19
ITEM_0292,Product_292,Furniture,"{'length': 53, 'width': 32, 'height': 12}",16.28,True,2023-10-20,ZONE_5-R10-B17,2022-10-20
ITEM_0293,Product_293,Clothing,"{'length': 65, 'width': 15, 'height': 26}",16.28,False,2023-10-21,ZONE_1-R8-B10,2022-10-21
ITEM_0294,Product_294,Machinery,"{'length': 16, 'width': 23, 'height': 8}",16.28,True,2023-10-22,ZONE_1-R2-B9,2022-10-22
ITEM_0295,Product_295,Furniture,"{'length': 57, 'width': 32, 'height': 5}",16.28,False,2023-10-23,ZONE_1-R10-B5,2022-10-23
ITEM_0296,Product_296,Furniture,"{'length': 98, 'width': 16, 'height': 6}",16.28,True,2023-10-24,ZONE_3-R8-B11,2022-10-24
ITEM_0297,Product_297,Pharmaceuticals,"{'length': 10, 'width': 21, 'height': 6}",16.28,True,2023-10-25,ZONE_3-R3-B16,2022-10-25
ITEM_0298,Product_298,Machinery,"{'length': 39, 'width': 45, 'height': 20}",16.28,False,2023-10-26,ZONE_1-R1-B7,2022-10-26
ITEM_0299,Product_299,Machinery,"{'length': 88, 'width': 35, 'height': 6}",16.28,True,2023-10-27,ZONE_3-R3-B19,2022-10-27
ITEM_0300,Product_300,Clothing,"{'length': 78, 'width': 32, 'height': 13}",16.28,False,2023-10-28,ZONE_4-R7-B19,2022-10-28
ITEM_0301,Product_301,Electronics,"{'length': 85, 'width': 25, 'height': 5}",16.28,False,2023-10-29,ZONE_2-R1-B2,2022-10-29
ITEM_0302,Product_302,Furniture,"{'length': 97, 'width': 33, 'height': 5}",16.28,True,2023-10-30,ZONE_5-R10-B20,2022-10-30
ITEM_0303,Product_303,Clothing,"{'length': 70, 'width': 19, 'height': 19}",16.28,False,2023-10-31,ZONE_5-R3-B7,2022-10-31
ITEM_0304,Product_304,Clothing,"{'length': 80, 'width': 19, 'height': 28}",16.28,False,2023-11-01,ZONE_5-R5-B16,2022-11-01
ITEM_0305,Product_305,Food,"{'length': 20, 'width': 14, 'height': 17}",16.28,True,2023-11-02,ZONE_5-R2-B14,2022-11-02
ITEM_0306,Product_306,Pharmaceuticals,"{'length': 68, 'width': 26, 'height': 24}",16.28,True,2023-11-03,ZONE_4-R4-B9,2022-11-03
ITEM_0307,Product_307,Pharmaceuticals,"{'length': 27, 'width': 35, 'height': 18}",16.28,False,2023-11-04,ZONE_5-R2-B9,2022-11-04
ITEM_0308,Product_308,Clothing,"{'length': 98, 'width': 40, 'height': 11}",16.28,False,2023-11-05,ZONE_4-R3-B7,2022-11-05
ITEM_0309,Product_309,Clothing,"{'length': 54, 'width': 39, 'height': 15}",16.28,False,2023-11-06,ZONE_3-R10-B12,2022-11-06
ITEM_0310,Product_310,Clothing,"{'length': 74, 'width': 29, 'height': 12}",16.28,False,2023-11-07,ZONE_5-R3-B7,2022-11-07
ITEM_0311,Product_311,Pharmaceuticals,"{'length': 34, 'width': 47, 'height': 7}",16.28,True,2023-11-08,ZONE_5-R4-B6,2022-11-08
ITEM_0312,Product_312,Furniture,"{'length': 87, 'width': 42, 'height': 24}",16.28,False,2023-11-09,ZONE_3-R4-B13,2022-11-09
ITEM_0313,Product_313,Furniture,"{'length': 10, 'width': 31, 'height': 22}",16.28,True,2023-11-10,ZONE_3-R9-B19,2022-11-10
ITEM_0314,Product_314,Pharmaceuticals,"{'length': 85, 'width': 45, 'height': 25}",16.28,True,2023-11-11,ZONE_1-R7-B5,2022-11-11
ITEM_0315,Product_315,Furniture,"{'length': 65, 'width': 25, 'height': 6}",16.28,False,2023-11-12,ZONE_5-R3-B20,2022-11-12
ITEM_0316,Product_316,Electronics,"{'length': 66, 'width': 41, 'height': 12}",16.28,False,2023-11-13,ZONE_2-R4-B15,2022-11-13
ITEM_0317,Product_317,Food,"{'length': 71, 'width': 17, 'height': 7}",16.28,False,2023-11-14,ZONE_3-R10-B3,2022-11-14
ITEM_0318,Product_318,Furniture,"{'length': 29, 'width': 32, 'height': 6}",16.28,False,2023-11-15,ZONE_5-R2-B7,2022-11-15
ITEM_0319,Product_319,Clothing,"{'length': 68, 'width': 26, 'height': 26}",16.28,True,2023-11-16,ZONE_4-R5-B9,2022-11-16
ITEM_0320,Product_320,Furniture,"{'length': 40, 'width': 21, 'height': 23}",16.28,False,2023-11-17,ZONE_4-R4-B14,2022-11-17
ITEM_0321,Product_321,Furniture,"{'length': 71, 'width': 43, 'height': 5}",16.28,True,2023-11-18,ZONE_5-R3-B12,2022-11-18
ITEM_0322,Product_322,Electronics,"{'length': 67, 'width': 28, 'height': 20}",16.28,True,2023-11-19,ZONE_1-R7-B4,2022-11-19
ITEM_0323,Product_323,Machinery,"{'length': 20, 'width': 40, 'height': 22}",16.28,False,2023-11-20,ZONE_1-R6-B18,2022-11-20
ITEM_0324,Product_324,Furniture,"{'length': 69, 'width': 27, 'height': 28}",16.28,False,2023-11-21,ZONE_1-R10-B20,2022-11-21
ITEM_0325,Product_325,Clothing,"{'length': 75, 'width': 25, 'height': 23}",16.28,False,2023-11-22,ZONE_1-R4-B17,2022-11-22
ITEM_0326,Product_326,Furniture,"{'length': 72, 'width': 27, 'height': 14}",16.28,False,2023-11-23,ZONE_2-R7-B1,2022-11-23
ITEM_0327,Product_327,Food,"{'length': 16, 'width': 29, 'height': 11}",16.28,False,2023-11-24,ZONE_5-R8-B8,2022-11-24
ITEM_0328,Product_328,Furniture,"{'length': 63, 'width': 32, 'height': 12}",16.28,True,2023-11-25,ZONE_3-R10-B1,2022-11-25
ITEM_0329,Product_329,Pharmaceuticals,"{'length': 33, 'width': 33, 'height': 29}",16.28,False,2023-11-26,ZONE_4-R5-B6,2022-11-26
ITEM_0330,Product_330,Pharmaceuticals,"{'length': 30, 'width': 37, 'height': 16}",16.28,False,2023-11-27,ZONE_3-R9-B4,2022-11-27
ITEM_0331,Product_331,Furniture,"{'length': 75, 'width': 46, 'height': 16}",16.28,False,2023-11-28,ZONE_1-R3-B19,2022-11-28
ITEM_0332,Product_332,Furniture,"{'length': 53, 'width': 44, 'height': 16}",16.28,True,2023-11-29,ZONE_2-R6-B19,2022-11-29
ITEM_0333,Product_333,Furniture,"{'length': 67, 'width': 24, 'height': 18}",16.28,True,2023-11-30,ZONE_5-R5-B19,2022-11-30
ITEM_0334,Product_334,Clothing,"{'length': 81, 'width': 14, 'height': 18}",16.28,True,2023-12-01,ZONE_4-R2-B16,2022-12-01
ITEM_0335,Product_335,Furniture,"{'length': 83, 'width': 46, 'height': 27}",16.28,False,2023-12-02,ZONE_4-R5-B3,2022-12-02
ITEM_0336,Product_336,Electronics,"{'length': 47, 'width': 18, 'height': 22}",16.28,False,2023-12-03,ZONE_2-R6-B13,2022-12-03
ITEM_0337,Product_337,Machinery,"{'length': 57, 'width': 19, 'height': 8}",16.28,False,2023-12-04,ZONE_1-R6-B15,2022-12-04
ITEM_0338,Product_338,Pharmaceuticals,"{'length': 36, 'width': 26, 'height': 29}",16.28,True,2023-12-05,ZONE_5-R7-B13,2022-12-05
ITEM_0339,Product_339,Pharmaceuticals,"{'length': 57, 'width': 44, 'height': 15}",16.28,False,2023-12-06,ZONE_5-R5-B4,2022-12-06
ITEM_0340,Product_340,Food,"{'length': 83, 'width': 33, 'height': 28}",16.28,True,2023-12-07,ZONE_4-R9-B2,2022-12-07
ITEM_0341,Product_341,Furniture,"{'length': 27, 'width': 47, 'height': 10}",16.28,False,2023-12-08,ZONE_5-R4-B2,2022-12-08
ITEM_0342,Product_342,Electronics,"{'length': 79, 'width': 28, 'height': 9}",16.28,True,2023-12-09,ZONE_5-R6-B10,2022-12-09
ITEM_0343,Product_343,Electronics,"{'length': 25, 'width': 22, 'height': 10}",16.28,False,2023-12-10,ZONE_4-R7-B18,2022-12-10
ITEM_0344,Product_344,Clothing,"{'length': 59, 'width': 24, 'height': 9}",16.28,False,2023-12-11,ZONE_1-R6-B12,2022-12-11
ITEM_0345,Product_345,Clothing,"{'length': 86, 'width': 48, 'height': 29}",16.28,False,2023-12-12,ZONE_2-R5-B3,2022-12-12
ITEM_0346,Product_346,Furniture,"{'length': 76, 'width': 44, 'height': 27}",16.28,False,2023-12-13,ZONE_1-R10-B13,2022-12-13
ITEM_0347,Product_347,Electronics,"{'length': 13, 'width': 47, 'height': 18}",16.28,True,2023-12-14,ZONE_5-R7-B10,2022-12-14
ITEM_0348,Product_348,Food,"{'length': 44, 'width': 21, 'height': 23}",16.28,False,2023-12-15,ZONE_3-R1-B12,2022-12-15
ITEM_0349,Product_349,Food,"{'length': 42, 'width': 41, 'height': 27}",16.28,True,2023-12-16,ZONE_1-R10-B8,2022-12-16
ITEM_0350,Product_350,Electronics,"{'length': 36, 'width': 35, 'height': 19}",16.28,False,2023-12-17,ZONE_1-R5-B8,2022-12-17
ITEM_0351,Product_351,Furniture,"{'length': 96, 'width': 38, 'height': 25}",16.28,False,2023-12-18,ZONE_3-R8-B16,2022-12-18
ITEM_0352,Product_352,Machinery,"{'length': 51, 'width': 33, 'height': 14}",16.28,False,2023-12-19,ZONE_5-R8-B16,2022-12-19
ITEM_0353,Product_353,Pharmaceuticals,"{'length': 61, 'width': 49, 'height': 24}",16.28,False,2023-12-20,ZONE_3-R2-B6,2022-12-20
ITEM_0354,Product_354,Machinery,"{'length': 38, 'width': 38, 'height': 17}",16.28,False,2023-12-21,ZONE_4-R9-B15,2022-12-21
ITEM_0355,Product_355,Furniture,"{'length': 30, 'width': 16, 'height': 13}",16.28,True,2023-12-22,ZONE_4-R9-B4,2022-12-22
ITEM_0356,Product_356,Pharmaceuticals,"{'length': 19, 'width': 40, 'height': 20}",16.28,False,2023-12-23,ZONE_3-R3-B3,2022-12-23
ITEM_0357,Product_357,Clothing,"{'length': 85, 'width': 43, 'height': 11}",16.28,True,2023-12-24,ZONE_2-R2-B20,2022-12-24
ITEM_0358,Product_358,Furniture,"{'length': 18, 'width': 46, 'height': 7}",16.28,True,2023-12-25,ZONE_2-R7-B17,2022-12-25
ITEM_0359,Product_359,Electronics,"{'length': 79, 'width': 34, 'height': 28}",16.28,False,2023-12-26,ZONE_5-R1-B1,2022-12-26
ITEM_0360,Product_360,Clothing,"{'length': 50, 'width': 41, 'height': 26}",16.28,False,2023-12-27,ZONE_1-R1-B17,2022-12-27
ITEM_0361,Product_361,Electronics,"{'length': 33, 'width': 47, 'height': 13}",16.28,False,2023-12-28,ZONE_5-R9-B4,2022-12-28
ITEM_0362,Product_362,Clothing,"{'length': 41, 'width': 40, 'height': 16}",16.28,True,2023-12-29,ZONE_4-R7-B2,2022-12-29
ITEM_0363,Product_363,Food,"{'length': 48, 'width': 27, 'height': 16}",16.28,True,2023-12-30,ZONE_5-R6-B9,2022-12-30
ITEM_0364,Product_364,Food,"{'length': 53, 'width': 49, 'height': 14}",16.28,True,2023-12-31,ZONE_4-R3-B6,2022-12-31
ITEM_0365,Product_365,Furniture,"{'length': 76, 'width': 16, 'height': 11}",16.28,False,2024-01-01,ZONE_3-R9-B3,2023-01-01
ITEM_0366,Product_366,Furniture,"{'length': 13, 'width': 31, 'height': 10}",16.28,False,2024-01-02,ZONE_3-R6-B8,2023-01-02
ITEM_0367,Product_367,Pharmaceuticals,"{'length': 66, 'width': 47, 'height': 17}",16.28,False,2024-01-03,ZONE_5-R6-B3,2023-01-03
ITEM_0368,Product_368,Food,"{'length': 43, 'width': 36, 'height': 23}",16.28,False,2024-01-04,ZONE_5-R2-B15,2023-01-04
ITEM_0369,Product_369,Pharmaceuticals,"{'length': 56, 'width': 37, 'height': 27}",16.28,True,2024-01-05,ZONE_3-R4-B14,2023-01-05
ITEM_0370,Product_370,Furniture,"{'length': 87, 'width': 30, 'height': 24}",16.28,True,2024-01-06,ZONE_4-R1-B9,2023-01-06
ITEM_0371,Product_371,Electronics,"{'length': 31, 'width': 33, 'height': 24}",16.28,True,2024-01-07,ZONE_5-R5-B16,2023-01-07
ITEM_0372,Product_372,Food,"{'length': 62, 'width': 20, 'height': 18}",16.28,False,2024-01-08,ZONE_1-R1-B16,2023-01-08
ITEM_0373,Product_373,Pharmaceuticals,"{'length': 81, 'width': 48, 'height': 25}",16.28,False,2024-01-09,ZONE_4-R1-B11,2023-01-09
