zone_id,rack_id,bin_id,capacity,accessibility,current_utilization
ZONE_2,R7,B12,"{'length': 28, 'width': 21, 'height': 22}",3,0.4
ZONE_2,R7,B13,"{'length': 37, 'width': 39, 'height': 18}",5,0.64
ZONE_2,R7,B14,"{'length': 29, 'width': 32, 'height': 6}",1,0.53
ZONE_2,R7,B15,"{'length': 82, 'width': 41, 'height': 11}",1,0.86
ZONE_2,R7,B16,"{'length': 23, 'width': 30, 'height': 17}",2,0.48
ZONE_2,R7,B17,"{'length': 13, 'width': 37, 'height': 16}",4,0.87
ZONE_2,R7,B18,"{'length': 48, 'width': 16, 'height': 6}",2,0.52
ZONE_2,R7,B19,"{'length': 82, 'width': 48, 'height': 23}",4,0.87
ZONE_2,R7,B20,"{'length': 79, 'width': 32, 'height': 7}",2,0.68
ZONE_2,R8,B1,"{'length': 53, 'width': 11, 'height': 13}",1,0.75
ZONE_2,R8,B2,"{'length': 47, 'width': 48, 'height': 12}",3,0.51
ZONE_2,R8,B3,"{'length': 84, 'width': 36, 'height': 13}",2,0.43
ZONE_2,R8,B4,"{'length': 15, 'width': 46, 'height': 13}",2,0.7
ZONE_2,R8,B5,"{'length': 22, 'width': 48, 'height': 26}",5,0.74
ZONE_2,R8,B6,"{'length': 37, 'width': 22, 'height': 18}",5,0.55
ZONE_2,R8,B7,"{'length': 58, 'width': 46, 'height': 11}",1,0.85
ZONE_2,R8,B8,"{'length': 32, 'width': 31, 'height': 13}",5,0.53
ZONE_2,R8,B9,"{'length': 13, 'width': 46, 'height': 20}",2,0.54
ZONE_2,R8,B10,"{'length': 82, 'width': 16, 'height': 20}",3,0.66
ZONE_2,R8,B11,"{'length': 48, 'width': 31, 'height': 23}",4,0.38
ZONE_2,R8,B12,"{'length': 82, 'width': 38, 'height': 10}",5,0.49
ZONE_2,R8,B13,"{'length': 60, 'width': 41, 'height': 19}",5,0.72
ZONE_2,R8,B14,"{'length': 51, 'width': 21, 'height': 15}",4,0.54
ZONE_2,R8,B15,"{'length': 27, 'width': 16, 'height': 8}",2,0.41
ZONE_2,R8,B16,"{'length': 21, 'width': 15, 'height': 22}",3,0.77
ZONE_2,R8,B17,"{'length': 88, 'width': 48, 'height': 26}",5,0.84
ZONE_2,R8,B18,"{'length': 18, 'width': 11, 'height': 5}",1,0.48
ZONE_2,R8,B19,"{'length': 92, 'width': 23, 'height': 12}",4,0.83
ZONE_2,R8,B20,"{'length': 65, 'width': 39, 'height': 26}",2,0.37
ZONE_2,R9,B1,"{'length': 29, 'width': 24, 'height': 23}",2,0.34
ZONE_2,R9,B2,"{'length': 33, 'width': 18, 'height': 10}",1,0.46
ZONE_2,R9,B3,"{'length': 86, 'width': 31, 'height': 11}",1,0.52
ZONE_2,R9,B4,"{'length': 33, 'width': 21, 'height': 27}",3,0.78
ZONE_2,R9,B5,"{'length': 86, 'width': 13, 'height': 7}",5,0.75
ZONE_2,R9,B6,"{'length': 22, 'width': 16, 'height': 19}",5,0.82
ZONE_2,R9,B7,"{'length': 55, 'width': 21, 'height': 6}",2,0.33
ZONE_2,R9,B8,"{'length': 92, 'width': 20, 'height': 27}",4,0.46
ZONE_2,R9,B9,"{'length': 72, 'width': 47, 'height': 5}",3,0.65
ZONE_2,R9,B10,"{'length': 23, 'width': 13, 'height': 16}",1,0.56
ZONE_2,R9,B11,"{'length': 82, 'width': 37, 'height': 10}",3,0.43
ZONE_2,R9,B12,"{'length': 90, 'width': 10, 'height': 15}",3,0.47
ZONE_2,R9,B13,"{'length': 74, 'width': 24, 'height': 26}",3,0.58
ZONE_2,R9,B14,"{'length': 87, 'width': 43, 'height': 12}",5,0.65
ZONE_2,R9,B15,"{'length': 95, 'width': 26, 'height': 22}",4,0.4
ZONE_2,R9,B16,"{'length': 53, 'width': 26, 'height': 29}",5,0.76
ZONE_2,R9,B17,"{'length': 18, 'width': 34, 'height': 24}",1,0.45
ZONE_2,R9,B18,"{'length': 21, 'width': 41, 'height': 8}",1,0.63
ZONE_2,R9,B19,"{'length': 72, 'width': 10, 'height': 27}",3,0.37
ZONE_2,R9,B20,"{'length': 76, 'width': 34, 'height': 11}",3,0.77
ZONE_2,R10,B1,"{'length': 64, 'width': 24, 'height': 7}",2,0.85
ZONE_2,R10,B2,"{'length': 80, 'width': 36, 'height': 20}",5,0.73
ZONE_2,R10,B3,"{'length': 17, 'width': 23, 'height': 24}",1,0.8
ZONE_2,R10,B4,"{'length': 28, 'width': 27, 'height': 25}",2,0.53
ZONE_2,R10,B5,"{'length': 96, 'width': 21, 'height': 29}",2,0.71
ZONE_2,R10,B6,"{'length': 70, 'width': 47, 'height': 18}",1,0.87
ZONE_2,R10,B7,"{'length': 25, 'width': 29, 'height': 15}",2,0.82
ZONE_2,R10,B8,"{'length': 58, 'width': 31, 'height': 18}",2,0.8
ZONE_2,R10,B9,"{'length': 83, 'width': 33, 'height': 9}",2,0.87
ZONE_2,R10,B10,"{'length': 59, 'width': 15, 'height': 24}",4,0.86
ZONE_2,R10,B11,"{'length': 63, 'width': 39, 'height': 9}",2,0.75
ZONE_2,R10,B12,"{'length': 64, 'width': 30, 'height': 24}",4,0.51
ZONE_2,R10,B13,"{'length': 89, 'width': 25, 'height': 24}",4,0.78
ZONE_2,R10,B14,"{'length': 37, 'width': 28, 'height': 16}",2,0.38
ZONE_2,R10,B15,"{'length': 93, 'width': 35, 'height': 12}",3,0.75
ZONE_2,R10,B16,"{'length': 46, 'width': 38, 'height': 14}",1,0.88
ZONE_2,R10,B17,"{'length': 48, 'width': 19, 'height': 12}",4,0.38
ZONE_2,R10,B18,"{'length': 20, 'width': 37, 'height': 12}",4,0.65
ZONE_2,R10,B19,"{'length': 20, 'width': 44, 'height': 27}",2,0.85
ZONE_2,R10,B20,"{'length': 47, 'width': 10, 'height': 10}",1,0.58
ZONE_3,R1,B1,"{'length': 35, 'width': 47, 'height': 11}",1,0.43
ZONE_3,R1,B2,"{'length': 55, 'width': 27, 'height': 27}",3,0.63
ZONE_3,R1,B3,"{'length': 33, 'width': 13, 'height': 20}",3,0.47
ZONE_3,R1,B4,"{'length': 42, 'width': 12, 'height': 18}",2,0.69
ZONE_3,R1,B5,"{'length': 98, 'width': 13, 'height': 11}",1,0.43
ZONE_3,R1,B6,"{'length': 57, 'width': 34, 'height': 17}",1,0.7
ZONE_3,R1,B7,"{'length': 96, 'width': 46, 'height': 9}",1,0.69
ZONE_3,R1,B8,"{'length': 76, 'width': 25, 'height': 28}",4,0.41
ZONE_3,R1,B9,"{'length': 69, 'width': 41, 'height': 20}",3,0.54
ZONE_3,R1,B10,"{'length': 52, 'width': 33, 'height': 15}",5,0.86
ZONE_3,R1,B11,"{'length': 42, 'width': 43, 'height': 14}",5,0.8
ZONE_3,R1,B12,"{'length': 58, 'width': 14, 'height': 6}",5,0.63
ZONE_3,R1,B13,"{'length': 91, 'width': 39, 'height': 17}",1,0.6
ZONE_3,R1,B14,"{'length': 85, 'width': 44, 'height': 27}",1,0.55
ZONE_3,R1,B15,"{'length': 82, 'width': 15, 'height': 23}",1,0.8
ZONE_3,R1,B16,"{'length': 46, 'width': 25, 'height': 6}",4,0.41
ZONE_3,R1,B17,"{'length': 31, 'width': 17, 'height': 23}",2,0.32
ZONE_3,R1,B18,"{'length': 87, 'width': 13, 'height': 18}",2,0.51
ZONE_3,R1,B19,"{'length': 65, 'width': 31, 'height': 7}",4,0.44
ZONE_3,R1,B20,"{'length': 87, 'width': 10, 'height': 10}",4,0.84
ZONE_3,R2,B1,"{'length': 72, 'width': 23, 'height': 23}",2,0.75
ZONE_3,R2,B2,"{'length': 79, 'width': 36, 'height': 7}",2,0.57
ZONE_3,R2,B3,"{'length': 33, 'width': 15, 'height': 10}",5,0.57
ZONE_3,R2,B4,"{'length': 10, 'width': 49, 'height': 13}",5,0.43
ZONE_3,R2,B5,"{'length': 23, 'width': 43, 'height': 21}",4,0.41
ZONE_3,R2,B6,"{'length': 90, 'width': 13, 'height': 5}",3,0.53
ZONE_3,R2,B7,"{'length': 28, 'width': 14, 'height': 20}",4,0.41
ZONE_3,R2,B8,"{'length': 36, 'width': 21, 'height': 29}",1,0.81
ZONE_3,R2,B9,"{'length': 76, 'width': 48, 'height': 20}",5,0.55
ZONE_3,R2,B10,"{'length': 82, 'width': 36, 'height': 15}",1,0.47
ZONE_3,R2,B11,"{'length': 89, 'width': 19, 'height': 7}",3,0.57
ZONE_3,R2,B12,"{'length': 47, 'width': 14, 'height': 6}",2,0.54
ZONE_3,R2,B13,"{'length': 48, 'width': 39, 'height': 10}",3,0.74
ZONE_3,R2,B14,"{'length': 76, 'width': 34, 'height': 9}",5,0.3
ZONE_3,R2,B15,"{'length': 42, 'width': 29, 'height': 8}",5,0.31
ZONE_3,R2,B16,"{'length': 23, 'width': 11, 'height': 11}",5,0.36
ZONE_3,R2,B17,"{'length': 21, 'width': 25, 'height': 16}",1,0.37
ZONE_3,R2,B18,"{'length': 15, 'width': 27, 'height': 14}",2,0.36
ZONE_3,R2,B19,"{'length': 50, 'width': 48, 'height': 13}",5,0.34
ZONE_3,R2,B20,"{'length': 30, 'width': 25, 'height': 25}",3,0.69
ZONE_3,R3,B1,"{'length': 10, 'width': 20, 'height': 8}",2,0.52
ZONE_3,R3,B2,"{'length': 82, 'width': 36, 'height': 15}",1,0.56
ZONE_3,R3,B3,"{'length': 27, 'width': 46, 'height': 28}",2,0.43
ZONE_3,R3,B4,"{'length': 14, 'width': 15, 'height': 10}",4,0.87
ZONE_3,R3,B5,"{'length': 72, 'width': 27, 'height': 29}",4,0.4
ZONE_3,R3,B6,"{'length': 25, 'width': 27, 'height': 6}",3,0.49
ZONE_3,R3,B7,"{'length': 60, 'width': 45, 'height': 14}",5,0.72
ZONE_3,R3,B8,"{'length': 45, 'width': 38, 'height': 8}",3,0.4
ZONE_3,R3,B9,"{'length': 71, 'width': 21, 'height': 20}",5,0.46
ZONE_3,R3,B10,"{'length': 84, 'width': 31, 'height': 28}",3,0.39
ZONE_3,R3,B11,"{'length': 88, 'width': 49, 'height': 15}",4,0.42
ZONE_3,R3,B12,"{'length': 74, 'width': 34, 'height': 5}",2,0.51
ZONE_3,R3,B13,"{'length': 37, 'width': 11, 'height': 14}",3,0.36
ZONE_3,R3,B14,"{'length': 36, 'width': 44, 'height': 16}",1,0.58
ZONE_3,R3,B15,"{'length': 63, 'width': 36, 'height': 6}",4,0.74
ZONE_3,R3,B16,"{'length': 93, 'width': 40, 'height': 5}",3,0.46
ZONE_3,R3,B17,"{'length': 16, 'width': 26, 'height': 14}",5,0.61
ZONE_3,R3,B18,"{'length': 90, 'width': 18, 'height': 19}",1,0.44
ZONE_3,R3,B19,"{'length': 80, 'width': 45, 'height': 29}",3,0.7
ZONE_3,R3,B20,"{'length': 80, 'width': 31, 'height': 29}",1,0.48
ZONE_3,R4,B1,"{'length': 82, 'width': 43, 'height': 6}",4,0.59
ZONE_3,R4,B2,"{'length': 53, 'width': 31, 'height': 21}",5,0.5
ZONE_3,R4,B3,"{'length': 97, 'width': 29, 'height': 7}",2,0.81
ZONE_3,R4,B4,"{'length': 61, 'width': 46, 'height': 15}",2,0.53
ZONE_3,R4,B5,"{'length': 35, 'width': 19, 'height': 5}",3,0.73
ZONE_3,R4,B6,"{'length': 90, 'width': 29, 'height': 7}",4,0.49
ZONE_3,R4,B7,"{'length': 17, 'width': 28, 'height': 19}",1,0.6
ZONE_3,R4,B8,"{'length': 53, 'width': 41, 'height': 14}",4,0.76
ZONE_3,R4,B9,"{'length': 57, 'width': 14, 'height': 17}",5,0.58
ZONE_3,R4,B10,"{'length': 59, 'width': 22, 'height': 11}",4,0.79
ZONE_3,R4,B11,"{'length': 66, 'width': 32, 'height': 16}",5,0.64
ZONE_3,R4,B12,"{'length': 73, 'width': 31, 'height': 27}",4,0.72
ZONE_3,R4,B13,"{'length': 52, 'width': 25, 'height': 5}",3,0.35
ZONE_3,R4,B14,"{'length': 86, 'width': 14, 'height': 7}",2,0.71
ZONE_3,R4,B15,"{'length': 13, 'width': 31, 'height': 24}",4,0.35
ZONE_3,R4,B16,"{'length': 81, 'width': 25, 'height': 18}",2,0.58
ZONE_3,R4,B17,"{'length': 87, 'width': 13, 'height': 28}",3,0.51
ZONE_3,R4,B18,"{'length': 79, 'width': 16, 'height': 15}",2,0.37
ZONE_3,R4,B19,"{'length': 89, 'width': 27, 'height': 26}",4,0.52
ZONE_3,R4,B20,"{'length': 96, 'width': 40, 'height': 23}",1,0.57
ZONE_3,R5,B1,"{'length': 84, 'width': 44, 'height': 22}",4,0.52
ZONE_3,R5,B2,"{'length': 63, 'width': 26, 'height': 13}",2,0.78
ZONE_3,R5,B3,"{'length': 40, 'width': 36, 'height': 23}",3,0.85
ZONE_3,R5,B4,"{'length': 51, 'width': 37, 'height': 25}",2,0.76
ZONE_3,R5,B5,"{'length': 58, 'width': 23, 'height': 8}",3,0.35
ZONE_3,R5,B6,"{'length': 24, 'width': 31, 'height': 9}",3,0.55
ZONE_3,R5,B7,"{'length': 66, 'width': 11, 'height': 14}",4,0.85
ZONE_3,R5,B8,"{'length': 76, 'width': 18, 'height': 8}",3,0.75
ZONE_3,R5,B9,"{'length': 62, 'width': 43, 'height': 21}",1,0.54
ZONE_3,R5,B10,"{'length': 63, 'width': 17, 'height': 16}",3,0.43
ZONE_3,R5,B11,"{'length': 79, 'width': 19, 'height': 16}",4,0.7
ZONE_3,R5,B12,"{'length': 61, 'width': 44, 'height': 12}",2,0.84
ZONE_3,R5,B13,"{'length': 80, 'width': 33, 'height': 18}",4,0.56
ZONE_3,R5,B14,"{'length': 56, 'width': 15, 'height': 18}",1,0.9
ZONE_3,R5,B15,"{'length': 21, 'width': 41, 'height': 28}",5,0.67
ZONE_3,R5,B16,"{'length': 68, 'width': 38, 'height': 18}",3,0.58
ZONE_3,R5,B17,"{'length': 94, 'width': 13, 'height': 22}",2,0.49
ZONE_3,R5,B18,"{'length': 80, 'width': 46, 'height': 7}",3,0.86
ZONE_3,R5,B19,"{'length': 10, 'width': 35, 'height': 13}",3,0.61
ZONE_3,R5,B20,"{'length': 86, 'width': 27, 'height': 11}",4,0.69
ZONE_3,R6,B1,"{'length': 11, 'width': 32, 'height': 9}",1,0.58
ZONE_3,R6,B2,"{'length': 20, 'width': 39, 'height': 29}",3,0.8
ZONE_3,R6,B3,"{'length': 28, 'width': 31, 'height': 23}",2,0.81
ZONE_3,R6,B4,"{'length': 37, 'width': 30, 'height': 5}",3,0.41
ZONE_3,R6,B5,"{'length': 96, 'width': 12, 'height': 17}",2,0.54
ZONE_3,R6,B6,"{'length': 64, 'width': 36, 'height': 26}",2,0.72
ZONE_3,R6,B7,"{'length': 32, 'width': 22, 'height': 22}",5,0.46
ZONE_3,R6,B8,"{'length': 31, 'width': 41, 'height': 12}",2,0.84
ZONE_3,R6,B9,"{'length': 37, 'width': 25, 'height': 21}",4,0.51
ZONE_3,R6,B10,"{'length': 51, 'width': 42, 'height': 13}",2,0.4
ZONE_3,R6,B11,"{'length': 98, 'width': 30, 'height': 8}",5,0.88
ZONE_3,R6,B12,"{'length': 47, 'width': 49, 'height': 25}",1,0.82
ZONE_3,R6,B13,"{'length': 32, 'width': 18, 'height': 10}",2,0.85
ZONE_3,R6,B14,"{'length': 27, 'width': 10, 'height': 25}",3,0.48
ZONE_3,R6,B15,"{'length': 74, 'width': 41, 'height': 5}",1,0.61
ZONE_3,R6,B16,"{'length': 47, 'width': 49, 'height': 6}",4,0.66
ZONE_3,R6,B17,"{'length': 97, 'width': 29, 'height': 14}",2,0.32
ZONE_3,R6,B18,"{'length': 46, 'width': 28, 'height': 16}",1,0.57
ZONE_3,R6,B19,"{'length': 91, 'width': 11, 'height': 22}",3,0.35
ZONE_3,R6,B20,"{'length': 49, 'width': 40, 'height': 28}",5,0.35
ZONE_3,R7,B1,"{'length': 51, 'width': 35, 'height': 11}",4,0.75
ZONE_3,R7,B2,"{'length': 91, 'width': 13, 'height': 27}",1,0.63
ZONE_3,R7,B3,"{'length': 69, 'width': 12, 'height': 23}",3,0.58
ZONE_3,R7,B4,"{'length': 75, 'width': 39, 'height': 19}",1,0.57
ZONE_3,R7,B5,"{'length': 72, 'width': 21, 'height': 21}",2,0.43
ZONE_3,R7,B6,"{'length': 40, 'width': 14, 'height': 15}",5,0.68
ZONE_3,R7,B7,"{'length': 36, 'width': 40, 'height': 20}",4,0.4
ZONE_3,R7,B8,"{'length': 84, 'width': 28, 'height': 26}",5,0.42
ZONE_3,R7,B9,"{'length': 76, 'width': 49, 'height': 14}",2,0.84
ZONE_3,R7,B10,"{'length': 95, 'width': 13, 'height': 27}",5,0.78
ZONE_3,R7,B11,"{'length': 53, 'width': 49, 'height': 11}",4,0.62
ZONE_3,R7,B12,"{'length': 26, 'width': 22, 'height': 24}",1,0.34
ZONE_3,R7,B13,"{'length': 51, 'width': 35, 'height': 27}",5,0.79
ZONE_3,R7,B14,"{'length': 50, 'width': 19, 'height': 22}",1,0.48
ZONE_3,R7,B15,"{'length': 39, 'width': 24, 'height': 29}",1,0.43
ZONE_3,R7,B16,"{'length': 44, 'width': 18, 'height': 22}",5,0.38
ZONE_3,R7,B17,"{'length': 80, 'width': 30, 'height': 8}",1,0.54
ZONE_3,R7,B18,"{'length': 68, 'width': 18, 'height': 13}",3,0.49
ZONE_3,R7,B19,"{'length': 41, 'width': 42, 'height': 18}",5,0.49
ZONE_3,R7,B20,"{'length': 48, 'width': 35, 'height': 19}",5,0.83
ZONE_3,R8,B1,"{'length': 30, 'width': 26, 'height': 25}",4,0.37
ZONE_3,R8,B2,"{'length': 44, 'width': 14, 'height': 25}",2,0.44
ZONE_3,R8,B3,"{'length': 22, 'width': 40, 'height': 7}",3,0.46
ZONE_3,R8,B4,"{'length': 37, 'width': 29, 'height': 11}",4,0.38
ZONE_3,R8,B5,"{'length': 78, 'width': 41, 'height': 29}",2,0.66
ZONE_3,R8,B6,"{'length': 74, 'width': 25, 'height': 13}",4,0.57
ZONE_3,R8,B7,"{'length': 53, 'width': 38, 'height': 14}",1,0.32
ZONE_3,R8,B8,"{'length': 91, 'width': 20, 'height': 12}",3,0.32
ZONE_3,R8,B9,"{'length': 86, 'width': 24, 'height': 21}",5,0.41
ZONE_3,R8,B10,"{'length': 58, 'width': 41, 'height': 18}",4,0.35
ZONE_3,R8,B11,"{'length': 48, 'width': 41, 'height': 21}",3,0.41
ZONE_3,R8,B12,"{'length': 17, 'width': 40, 'height': 22}",3,0.42
ZONE_3,R8,B13,"{'length': 48, 'width': 33, 'height': 19}",1,0.67
ZONE_3,R8,B14,"{'length': 63, 'width': 17, 'height': 24}",3,0.34
ZONE_3,R8,B15,"{'length': 87, 'width': 15, 'height': 23}",5,0.65
ZONE_3,R8,B16,"{'length': 24, 'width': 25, 'height': 21}",4,0.82
ZONE_3,R8,B17,"{'length': 84, 'width': 37, 'height': 15}",1,0.82
ZONE_3,R8,B18,"{'length': 53, 'width': 41, 'height': 10}",2,0.89
ZONE_3,R8,B19,"{'length': 22, 'width': 10, 'height': 26}",4,0.56
ZONE_3,R8,B20,"{'length': 59, 'width': 41, 'height': 12}",4,0.81
ZONE_3,R9,B1,"{'length': 22, 'width': 33, 'height': 8}",4,0.87
ZONE_3,R9,B2,"{'length': 56, 'width': 41, 'height': 28}",5,0.7
ZONE_3,R9,B3,"{'length': 61, 'width': 41, 'height': 12}",5,0.32
ZONE_3,R9,B4,"{'length': 69, 'width': 35, 'height': 8}",1,0.72
ZONE_3,R9,B5,"{'length': 21, 'width': 18, 'height': 13}",4,0.66
ZONE_3,R9,B6,"{'length': 67, 'width': 47, 'height': 5}",3,0.59
ZONE_3,R9,B7,"{'length': 60, 'width': 39, 'height': 17}",1,0.76
ZONE_3,R9,B8,"{'length': 97, 'width': 40, 'height': 5}",3,0.41
ZONE_3,R9,B9,"{'length': 23, 'width': 18, 'height': 12}",2,0.62
ZONE_3,R9,B10,"{'length': 99, 'width': 33, 'height': 6}",4,0.34
ZONE_3,R9,B11,"{'length': 36, 'width': 27, 'height': 16}",4,0.33
ZONE_3,R9,B12,"{'length': 62, 'width': 12, 'height': 5}",2,0.58
ZONE_3,R9,B13,"{'length': 16, 'width': 43, 'height': 29}",4,0.58
ZONE_3,R9,B14,"{'length': 78, 'width': 26, 'height': 20}",2,0.77
ZONE_3,R9,B15,"{'length': 81, 'width': 31, 'height': 9}",3,0.71
ZONE_3,R9,B16,"{'length': 64, 'width': 35, 'height': 7}",2,0.74
ZONE_3,R9,B17,"{'length': 23, 'width': 44, 'height': 7}",5,0.62
ZONE_3,R9,B18,"{'length': 27, 'width': 18, 'height': 20}",5,0.73
ZONE_3,R9,B19,"{'length': 17, 'width': 36, 'height': 28}",4,0.81
ZONE_3,R9,B20,"{'length': 89, 'width': 44, 'height': 19}",4,0.47
ZONE_3,R10,B1,"{'length': 24, 'width': 42, 'height': 18}",4,0.59
ZONE_3,R10,B2,"{'length': 94, 'width': 33, 'height': 8}",4,0.42
ZONE_3,R10,B3,"{'length': 73, 'width': 13, 'height': 26}",5,0.52
ZONE_3,R10,B4,"{'length': 14, 'width': 27, 'height': 12}",5,0.31
ZONE_3,R10,B5,"{'length': 42, 'width': 46, 'height': 17}",1,0.56
ZONE_3,R10,B6,"{'length': 54, 'width': 28, 'height': 27}",1,0.53
ZONE_3,R10,B7,"{'length': 34, 'width': 21, 'height': 12}",1,0.59
ZONE_3,R10,B8,"{'length': 80, 'width': 35, 'height': 12}",1,0.42
ZONE_3,R10,B9,"{'length': 37, 'width': 44, 'height': 28}",5,0.45
ZONE_3,R10,B10,"{'length': 77, 'width': 20, 'height': 21}",4,0.51
ZONE_3,R10,B11,"{'length': 26, 'width': 17, 'height': 23}",1,0.5
ZONE_3,R10,B12,"{'length': 36, 'width': 18, 'height': 15}",3,0.46
ZONE_3,R10,B13,"{'length': 76, 'width': 16, 'height': 18}",3,0.51
ZONE_3,R10,B14,"{'length': 64, 'width': 47, 'height': 29}",3,0.46
ZONE_3,R10,B15,"{'length': 77, 'width': 33, 'height': 10}",5,0.37
ZONE_3,R10,B16,"{'length': 37, 'width': 16, 'height': 8}",1,0.33
ZONE_3,R10,B17,"{'length': 64, 'width': 45, 'height': 22}",3,0.62
ZONE_3,R10,B18,"{'length': 65, 'width': 15, 'height': 9}",4,0.76
ZONE_3,R10,B19,"{'length': 38, 'width': 21, 'height': 23}",3,0.74
ZONE_3,R10,B20,"{'length': 91, 'width': 15, 'height': 10}",1,0.71
ZONE_4,R1,B1,"{'length': 64, 'width': 14, 'height': 10}",1,0.87
ZONE_4,R1,B2,"{'length': 30, 'width': 17, 'height': 11}",1,0.79
ZONE_4,R1,B3,"{'length': 67, 'width': 17, 'height': 8}",4,0.75
ZONE_4,R1,B4,"{'length': 41, 'width': 46, 'height': 14}",1,0.73
ZONE_4,R1,B5,"{'length': 50, 'width': 43, 'height': 20}",2,0.61
ZONE_4,R1,B6,"{'length': 41, 'width': 18, 'height': 19}",5,0.5
ZONE_4,R1,B7,"{'length': 79, 'width': 25, 'height': 14}",2,0.34
ZONE_4,R1,B8,"{'length': 24, 'width': 48, 'height': 8}",5,0.47
ZONE_4,R1,B9,"{'length': 35, 'width': 29, 'height': 17}",3,0.32
ZONE_4,R1,B10,"{'length': 47, 'width': 48, 'height': 21}",1,0.31
ZONE_4,R1,B11,"{'length': 22, 'width': 24, 'height': 24}",1,0.57
ZONE_4,R1,B12,"{'length': 22, 'width': 36, 'height': 16}",3,0.38
ZONE_4,R1,B13,"{'length': 99, 'width': 17, 'height': 24}",4,0.67
ZONE_4,R1,B14,"{'length': 96, 'width': 46, 'height': 29}",3,0.78
ZONE_4,R1,B15,"{'length': 10, 'width': 42, 'height': 17}",5,0.79
ZONE_4,R1,B16,"{'length': 13, 'width': 31, 'height': 22}",5,0.42
ZONE_4,R1,B17,"{'length': 69, 'width': 35, 'height': 13}",3,0.36
ZONE_4,R1,B18,"{'length': 56, 'width': 45, 'height': 18}",1,0.63
ZONE_4,R1,B19,"{'length': 78, 'width': 10, 'height': 26}",3,0.77
ZONE_4,R1,B20,"{'length': 31, 'width': 49, 'height': 7}",1,0.73
ZONE_4,R2,B1,"{'length': 69, 'width': 18, 'height': 28}",1,0.58
ZONE_4,R2,B2,"{'length': 93, 'width': 29, 'height': 26}",5,0.39
ZONE_4,R2,B3,"{'length': 41, 'width': 36, 'height': 26}",5,0.54
ZONE_4,R2,B4,"{'length': 16, 'width': 38, 'height': 14}",2,0.7
ZONE_4,R2,B5,"{'length': 44, 'width': 44, 'height': 19}",1,0.83
ZONE_4,R2,B6,"{'length': 97, 'width': 34, 'height': 9}",3,0.89
ZONE_4,R2,B7,"{'length': 32, 'width': 48, 'height': 8}",5,0.81
ZONE_4,R2,B8,"{'length': 27, 'width': 46, 'height': 5}",5,0.82
ZONE_4,R2,B9,"{'length': 86, 'width': 20, 'height': 8}",1,0.78
ZONE_4,R2,B10,"{'length': 80, 'width': 29, 'height': 10}",5,0.69
ZONE_4,R2,B11,"{'length': 16, 'width': 38, 'height': 22}",5,0.45
ZONE_4,R2,B12,"{'length': 43, 'width': 49, 'height': 5}",4,0.39
ZONE_4,R2,B13,"{'length': 93, 'width': 29, 'height': 5}",5,0.33
ZONE_4,R2,B14,"{'length': 11, 'width': 39, 'height': 12}",2,0.69
ZONE_4,R2,B15,"{'length': 41, 'width': 42, 'height': 21}",3,0.53
ZONE_4,R2,B16,"{'length': 46, 'width': 23, 'height': 16}",4,0.54
ZONE_4,R2,B17,"{'length': 18, 'width': 18, 'height': 9}",4,0.67
ZONE_4,R2,B18,"{'length': 19, 'width': 32, 'height': 11}",1,0.87
ZONE_4,R2,B19,"{'length': 62, 'width': 19, 'height': 26}",5,0.81
ZONE_4,R2,B20,"{'length': 94, 'width': 33, 'height': 8}",3,0.89
ZONE_4,R3,B1,"{'length': 63, 'width': 32, 'height': 29}",1,0.78
ZONE_4,R3,B2,"{'length': 89, 'width': 26, 'height': 11}",3,0.56
ZONE_4,R3,B3,"{'length': 75, 'width': 25, 'height': 29}",1,0.65
ZONE_4,R3,B4,"{'length': 70, 'width': 30, 'height': 22}",2,0.71
ZONE_4,R3,B5,"{'length': 95, 'width': 47, 'height': 18}",4,0.41
ZONE_4,R3,B6,"{'length': 53, 'width': 24, 'height': 24}",5,0.83
ZONE_4,R3,B7,"{'length': 35, 'width': 30, 'height': 7}",5,0.42
ZONE_4,R3,B8,"{'length': 98, 'width': 49, 'height': 16}",2,0.67
ZONE_4,R3,B9,"{'length': 27, 'width': 49, 'height': 6}",1,0.31
ZONE_4,R3,B10,"{'length': 41, 'width': 22, 'height': 21}",3,0.82
ZONE_4,R3,B11,"{'length': 77, 'width': 49, 'height': 5}",5,0.78
ZONE_4,R3,B12,"{'length': 94, 'width': 39, 'height': 5}",1,0.44
ZONE_4,R3,B13,"{'length': 80, 'width': 10, 'height': 26}",4,0.34
ZONE_4,R3,B14,"{'length': 11, 'width': 27, 'height': 13}",3,0.76
ZONE_4,R3,B15,"{'length': 87, 'width': 26, 'height': 6}",2,0.4
ZONE_4,R3,B16,"{'length': 51, 'width': 43, 'height': 8}",4,0.75
ZONE_4,R3,B17,"{'length': 16, 'width': 49, 'height': 27}",5,0.3
ZONE_4,R3,B18,"{'length': 91, 'width': 12, 'height': 20}",2,0.46
ZONE_4,R3,B19,"{'length': 97, 'width': 26, 'height': 18}",5,0.33
ZONE_4,R3,B20,"{'length': 98, 'width': 21, 'height': 7}",2,0.52
ZONE_4,R4,B1,"{'length': 67, 'width': 43, 'height': 23}",5,0.82
ZONE_4,R4,B2,"{'length': 68, 'width': 36, 'height': 13}",1,0.41
ZONE_4,R4,B3,"{'length': 24, 'width': 24, 'height': 7}",3,0.42
