log_id,item_id,timestamp,movement_type,location,order_id
LOG_00348,ITEM_0607,2023-01-15 12:00:00,out,B14,ORD_0348
LOG_00349,ITEM_0972,2023-01-15 13:00:00,in,B17,ORD_0349
LOG_00350,ITEM_0978,2023-01-15 14:00:00,out,B17,ORD_0350
LOG_00351,ITEM_0783,2023-01-15 15:00:00,out,B16,ORD_0351
LOG_00352,ITEM_0663,2023-01-15 16:00:00,in,B14,ORD_0352
LOG_00353,ITEM_0589,2023-01-15 17:00:00,in,B17,ORD_0353
LOG_00354,ITEM_0019,2023-01-15 18:00:00,out,B17,ORD_0354
LOG_00355,ITEM_0012,2023-01-15 19:00:00,out,B2,ORD_0355
LOG_00356,ITEM_0397,2023-01-15 20:00:00,in,B3,ORD_0356
LOG_00357,ITEM_0937,2023-01-15 21:00:00,out,B20,ORD_0357
LOG_00358,ITEM_0421,2023-01-15 22:00:00,out,B12,ORD_0358
LOG_00359,ITEM_0280,2023-01-15 23:00:00,out,B19,ORD_0359
LOG_00360,ITEM_0570,2023-01-16 00:00:00,out,B7,ORD_0360
LOG_00361,ITEM_0249,2023-01-16 01:00:00,out,B17,ORD_0361
LOG_00362,ITEM_0217,2023-01-16 02:00:00,in,B18,ORD_0362
LOG_00363,ITEM_0069,2023-01-16 03:00:00,in,B14,ORD_0363
LOG_00364,ITEM_0961,2023-01-16 04:00:00,in,B2,ORD_0364
LOG_00365,ITEM_0154,2023-01-16 05:00:00,in,B11,ORD_0365
LOG_00366,ITEM_0160,2023-01-16 06:00:00,out,B12,ORD_0366
LOG_00367,ITEM_0474,2023-01-16 07:00:00,in,B18,ORD_0367
LOG_00368,ITEM_0344,2023-01-16 08:00:00,out,B5,ORD_0368
LOG_00369,ITEM_0977,2023-01-16 09:00:00,in,B11,ORD_0369
LOG_00370,ITEM_0882,2023-01-16 10:00:00,out,B19,ORD_0370
LOG_00371,ITEM_0166,2023-01-16 11:00:00,out,B3,ORD_0371
LOG_00372,ITEM_0587,2023-01-16 12:00:00,in,B12,ORD_0372
LOG_00373,ITEM_0176,2023-01-16 13:00:00,out,B8,ORD_0373
LOG_00374,ITEM_0616,2023-01-16 14:00:00,out,B3,ORD_0374
LOG_00375,ITEM_0563,2023-01-16 15:00:00,in,B4,ORD_0375
LOG_00376,ITEM_0825,2023-01-16 16:00:00,in,B18,ORD_0376
LOG_00377,ITEM_0146,2023-01-16 17:00:00,out,B7,ORD_0377
LOG_00378,ITEM_0296,2023-01-16 18:00:00,out,B4,ORD_0378
LOG_00379,ITEM_0905,2023-01-16 19:00:00,in,B3,ORD_0379
LOG_00380,ITEM_0050,2023-01-16 20:00:00,in,B11,ORD_0380
LOG_00381,ITEM_0606,2023-01-16 21:00:00,in,B19,ORD_0381
LOG_00382,ITEM_0525,2023-01-16 22:00:00,in,B1,ORD_0382
LOG_00383,ITEM_0816,2023-01-16 23:00:00,in,B7,ORD_0383
LOG_00384,ITEM_0261,2023-01-17 00:00:00,in,B2,ORD_0384
LOG_00385,ITEM_0549,2023-01-17 01:00:00,in,B14,ORD_0385
LOG_00386,ITEM_0408,2023-01-17 02:00:00,in,B17,ORD_0386
LOG_00387,ITEM_0777,2023-01-17 03:00:00,in,B6,ORD_0387
LOG_00388,ITEM_0198,2023-01-17 04:00:00,in,B13,ORD_0388
LOG_00389,ITEM_0578,2023-01-17 05:00:00,out,B19,ORD_0389
LOG_00390,ITEM_0950,2023-01-17 06:00:00,in,B2,ORD_0390
LOG_00391,ITEM_0141,2023-01-17 07:00:00,out,B4,ORD_0391
LOG_00392,ITEM_0084,2023-01-17 08:00:00,in,B7,ORD_0392
LOG_00393,ITEM_0811,2023-01-17 09:00:00,in,B3,ORD_0393
LOG_00394,ITEM_0456,2023-01-17 10:00:00,out,B20,ORD_0394
LOG_00395,ITEM_0229,2023-01-17 11:00:00,out,B14,ORD_0395
LOG_00396,ITEM_0585,2023-01-17 12:00:00,out,B8,ORD_0396
LOG_00397,ITEM_0162,2023-01-17 13:00:00,in,B11,ORD_0397
LOG_00398,ITEM_0507,2023-01-17 14:00:00,in,B12,ORD_0398
LOG_00399,ITEM_0120,2023-01-17 15:00:00,out,B4,ORD_0399
LOG_00400,ITEM_0629,2023-01-17 16:00:00,out,B16,ORD_0400
LOG_00401,ITEM_0495,2023-01-17 17:00:00,out,B7,ORD_0401
LOG_00402,ITEM_0246,2023-01-17 18:00:00,out,B13,ORD_0402
LOG_00403,ITEM_0161,2023-01-17 19:00:00,in,B16,ORD_0403
LOG_00404,ITEM_0550,2023-01-17 20:00:00,out,B13,ORD_0404
LOG_00405,ITEM_0698,2023-01-17 21:00:00,out,B16,ORD_0405
LOG_00406,ITEM_0865,2023-01-17 22:00:00,in,B12,ORD_0406
LOG_00407,ITEM_0437,2023-01-17 23:00:00,in,B6,ORD_0407
LOG_00408,ITEM_0148,2023-01-18 00:00:00,out,B4,ORD_0408
LOG_00409,ITEM_0864,2023-01-18 01:00:00,in,B17,ORD_0409
LOG_00410,ITEM_0780,2023-01-18 02:00:00,in,B9,ORD_0410
LOG_00411,ITEM_0380,2023-01-18 03:00:00,in,B9,ORD_0411
LOG_00412,ITEM_0257,2023-01-18 04:00:00,out,B18,ORD_0412
LOG_00413,ITEM_0707,2023-01-18 05:00:00,in,B5,ORD_0413
LOG_00414,ITEM_0078,2023-01-18 06:00:00,in,B9,ORD_0414
LOG_00415,ITEM_0701,2023-01-18 07:00:00,in,B18,ORD_0415
LOG_00416,ITEM_0838,2023-01-18 08:00:00,in,B3,ORD_0416
LOG_00417,ITEM_0327,2023-01-18 09:00:00,out,B17,ORD_0417
LOG_00418,ITEM_0845,2023-01-18 10:00:00,in,B17,ORD_0418
LOG_00419,ITEM_0383,2023-01-18 11:00:00,out,B16,ORD_0419
LOG_00420,ITEM_0742,2023-01-18 12:00:00,out,B9,ORD_0420
LOG_00421,ITEM_0555,2023-01-18 13:00:00,out,B17,ORD_0421
LOG_00422,ITEM_0418,2023-01-18 14:00:00,in,B16,ORD_0422
LOG_00423,ITEM_0224,2023-01-18 15:00:00,in,B8,ORD_0423
LOG_00424,ITEM_0886,2023-01-18 16:00:00,in,B10,ORD_0424
LOG_00425,ITEM_0730,2023-01-18 17:00:00,out,B11,ORD_0425
LOG_00426,ITEM_0557,2023-01-18 18:00:00,out,B19,ORD_0426
LOG_00427,ITEM_0189,2023-01-18 19:00:00,in,B17,ORD_0427
LOG_00428,ITEM_0612,2023-01-18 20:00:00,out,B10,ORD_0428
LOG_00429,ITEM_0326,2023-01-18 21:00:00,out,B1,ORD_0429
LOG_00430,ITEM_0568,2023-01-18 22:00:00,out,B4,ORD_0430
LOG_00431,ITEM_0288,2023-01-18 23:00:00,in,B3,ORD_0431
LOG_00432,ITEM_0965,2023-01-19 00:00:00,out,B17,ORD_0432
LOG_00433,ITEM_0158,2023-01-19 01:00:00,out,B9,ORD_0433
LOG_00434,ITEM_0098,2023-01-19 02:00:00,in,B6,ORD_0434
LOG_00435,ITEM_0216,2023-01-19 03:00:00,out,B15,ORD_0435
LOG_00436,ITEM_0793,2023-01-19 04:00:00,in,B9,ORD_0436
LOG_00437,ITEM_0754,2023-01-19 05:00:00,in,B17,ORD_0437
LOG_00438,ITEM_0129,2023-01-19 06:00:00,out,B14,ORD_0438
LOG_00439,ITEM_0536,2023-01-19 07:00:00,out,B5,ORD_0439
LOG_00440,ITEM_0676,2023-01-19 08:00:00,out,B2,ORD_0440
LOG_00441,ITEM_0437,2023-01-19 09:00:00,out,B9,ORD_0441
LOG_00442,ITEM_0343,2023-01-19 10:00:00,in,B20,ORD_0442
LOG_00443,ITEM_0070,2023-01-19 11:00:00,in,B20,ORD_0443
LOG_00444,ITEM_0566,2023-01-19 12:00:00,out,B9,ORD_0444
LOG_00445,ITEM_0288,2023-01-19 13:00:00,in,B14,ORD_0445
LOG_00446,ITEM_0899,2023-01-19 14:00:00,in,B6,ORD_0446
LOG_00447,ITEM_0223,2023-01-19 15:00:00,out,B19,ORD_0447
LOG_00448,ITEM_0507,2023-01-19 16:00:00,out,B20,ORD_0448
LOG_00449,ITEM_0330,2023-01-19 17:00:00,in,B2,ORD_0449
LOG_00450,ITEM_0655,2023-01-19 18:00:00,out,B5,ORD_0450
LOG_00451,ITEM_0372,2023-01-19 19:00:00,out,B19,ORD_0451
LOG_00452,ITEM_0802,2023-01-19 20:00:00,out,B8,ORD_0452
LOG_00453,ITEM_0081,2023-01-19 21:00:00,out,B2,ORD_0453
LOG_00454,ITEM_0431,2023-01-19 22:00:00,in,B4,ORD_0454
LOG_00455,ITEM_0151,2023-01-19 23:00:00,in,B11,ORD_0455
LOG_00456,ITEM_0559,2023-01-20 00:00:00,in,B6,ORD_0456
LOG_00457,ITEM_0850,2023-01-20 01:00:00,in,B19,ORD_0457
LOG_00458,ITEM_0540,2023-01-20 02:00:00,out,B20,ORD_0458
LOG_00459,ITEM_0073,2023-01-20 03:00:00,in,B7,ORD_0459
LOG_00460,ITEM_0981,2023-01-20 04:00:00,in,B9,ORD_0460
LOG_00461,ITEM_0120,2023-01-20 05:00:00,in,B11,ORD_0461
LOG_00462,ITEM_0153,2023-01-20 06:00:00,in,B12,ORD_0462
LOG_00463,ITEM_0928,2023-01-20 07:00:00,out,B19,ORD_0463
LOG_00464,ITEM_0059,2023-01-20 08:00:00,in,B18,ORD_0464
LOG_00465,ITEM_0418,2023-01-20 09:00:00,in,B15,ORD_0465
LOG_00466,ITEM_0173,2023-01-20 10:00:00,in,B10,ORD_0466
LOG_00467,ITEM_0470,2023-01-20 11:00:00,in,B8,ORD_0467
LOG_00468,ITEM_0483,2023-01-20 12:00:00,in,B13,ORD_0468
LOG_00469,ITEM_0477,2023-01-20 13:00:00,in,B13,ORD_0469
LOG_00470,ITEM_0184,2023-01-20 14:00:00,in,B12,ORD_0470
LOG_00471,ITEM_0577,2023-01-20 15:00:00,in,B1,ORD_0471
LOG_00472,ITEM_0428,2023-01-20 16:00:00,in,B20,ORD_0472
LOG_00473,ITEM_0073,2023-01-20 17:00:00,in,B1,ORD_0473
LOG_00474,ITEM_0181,2023-01-20 18:00:00,out,B11,ORD_0474
LOG_00475,ITEM_0279,2023-01-20 19:00:00,in,B7,ORD_0475
LOG_00476,ITEM_0407,2023-01-20 20:00:00,out,B6,ORD_0476
LOG_00477,ITEM_0035,2023-01-20 21:00:00,in,B11,ORD_0477
LOG_00478,ITEM_0605,2023-01-20 22:00:00,out,B3,ORD_0478
LOG_00479,ITEM_0396,2023-01-20 23:00:00,out,B5,ORD_0479
LOG_00480,ITEM_0957,2023-01-21 00:00:00,out,B8,ORD_0480
LOG_00481,ITEM_0526,2023-01-21 01:00:00,in,B20,ORD_0481
LOG_00482,ITEM_0872,2023-01-21 02:00:00,out,B16,ORD_0482
LOG_00483,ITEM_0567,2023-01-21 03:00:00,out,B18,ORD_0483
LOG_00484,ITEM_0617,2023-01-21 04:00:00,in,B12,ORD_0484
LOG_00485,ITEM_0420,2023-01-21 05:00:00,in,B4,ORD_0485
LOG_00486,ITEM_0568,2023-01-21 06:00:00,in,B20,ORD_0486
LOG_00487,ITEM_0425,2023-01-21 07:00:00,out,B10,ORD_0487
LOG_00488,ITEM_0452,2023-01-21 08:00:00,out,B4,ORD_0488
LOG_00489,ITEM_0711,2023-01-21 09:00:00,out,B4,ORD_0489
LOG_00490,ITEM_0518,2023-01-21 10:00:00,out,B3,ORD_0490
LOG_00491,ITEM_0904,2023-01-21 11:00:00,in,B13,ORD_0491
LOG_00492,ITEM_0284,2023-01-21 12:00:00,out,B3,ORD_0492
LOG_00493,ITEM_0467,2023-01-21 13:00:00,in,B1,ORD_0493
LOG_00494,ITEM_0785,2023-01-21 14:00:00,out,B6,ORD_0494
LOG_00495,ITEM_0908,2023-01-21 15:00:00,in,B20,ORD_0495
LOG_00496,ITEM_0632,2023-01-21 16:00:00,in,B13,ORD_0496
LOG_00497,ITEM_0878,2023-01-21 17:00:00,out,B15,ORD_0497
LOG_00498,ITEM_0720,2023-01-21 18:00:00,out,B11,ORD_0498
LOG_00499,ITEM_0754,2023-01-21 19:00:00,out,B15,ORD_0499
LOG_00500,ITEM_0968,2023-01-21 20:00:00,in,B19,ORD_0500
LOG_00501,ITEM_0715,2023-01-21 21:00:00,in,B8,ORD_0501
LOG_00502,ITEM_0193,2023-01-21 22:00:00,out,B11,ORD_0502
LOG_00503,ITEM_0722,2023-01-21 23:00:00,out,B1,ORD_0503
LOG_00504,ITEM_0259,2023-01-22 00:00:00,in,B8,ORD_0504
LOG_00505,ITEM_0204,2023-01-22 01:00:00,out,B7,ORD_0505
LOG_00506,ITEM_0462,2023-01-22 02:00:00,in,B16,ORD_0506
LOG_00507,ITEM_0630,2023-01-22 03:00:00,in,B4,ORD_0507
LOG_00508,ITEM_0650,2023-01-22 04:00:00,in,B18,ORD_0508
LOG_00509,ITEM_0464,2023-01-22 05:00:00,in,B8,ORD_0509
LOG_00510,ITEM_0681,2023-01-22 06:00:00,out,B5,ORD_0510
LOG_00511,ITEM_0934,2023-01-22 07:00:00,in,B1,ORD_0511
LOG_00512,ITEM_0791,2023-01-22 08:00:00,in,B16,ORD_0512
LOG_00513,ITEM_0978,2023-01-22 09:00:00,in,B11,ORD_0513
LOG_00514,ITEM_0835,2023-01-22 10:00:00,out,B15,ORD_0514
LOG_00515,ITEM_0301,2023-01-22 11:00:00,out,B18,ORD_0515
LOG_00516,ITEM_0792,2023-01-22 12:00:00,in,B9,ORD_0516
LOG_00517,ITEM_0121,2023-01-22 13:00:00,in,B20,ORD_0517
LOG_00518,ITEM_0661,2023-01-22 14:00:00,in,B19,ORD_0518
LOG_00519,ITEM_0985,2023-01-22 15:00:00,out,B11,ORD_0519
LOG_00520,ITEM_0580,2023-01-22 16:00:00,out,B3,ORD_0520
LOG_00521,ITEM_0915,2023-01-22 17:00:00,in,B20,ORD_0521
LOG_00522,ITEM_0342,2023-01-22 18:00:00,in,B8,ORD_0522
LOG_00523,ITEM_0650,2023-01-22 19:00:00,out,B16,ORD_0523
LOG_00524,ITEM_0101,2023-01-22 20:00:00,in,B13,ORD_0524
LOG_00525,ITEM_0388,2023-01-22 21:00:00,out,B1,ORD_0525
LOG_00526,ITEM_0239,2023-01-22 22:00:00,out,B13,ORD_0526
LOG_00527,ITEM_0136,2023-01-22 23:00:00,out,B2,ORD_0527
LOG_00528,ITEM_0807,2023-01-23 00:00:00,out,B13,ORD_0528
LOG_00529,ITEM_0837,2023-01-23 01:00:00,out,B17,ORD_0529
LOG_00530,ITEM_0004,2023-01-23 02:00:00,out,B15,ORD_0530
LOG_00531,ITEM_0640,2023-01-23 03:00:00,out,B14,ORD_0531
LOG_00532,ITEM_0358,2023-01-23 04:00:00,in,B1,ORD_0532
LOG_00533,ITEM_0363,2023-01-23 05:00:00,in,B13,ORD_0533
LOG_00534,ITEM_0809,2023-01-23 06:00:00,out,B20,ORD_0534
LOG_00535,ITEM_0988,2023-01-23 07:00:00,in,B19,ORD_0535
LOG_00536,ITEM_0106,2023-01-23 08:00:00,out,B2,ORD_0536
LOG_00537,ITEM_0924,2023-01-23 09:00:00,in,B11,ORD_0537
LOG_00538,ITEM_0525,2023-01-23 10:00:00,in,B16,ORD_0538
LOG_00539,ITEM_0646,2023-01-23 11:00:00,in,B4,ORD_0539
LOG_00540,ITEM_0582,2023-01-23 12:00:00,in,B17,ORD_0540
LOG_00541,ITEM_0585,2023-01-23 13:00:00,out,B8,ORD_0541
LOG_00542,ITEM_0454,2023-01-23 14:00:00,in,B6,ORD_0542
LOG_00543,ITEM_0608,2023-01-23 15:00:00,out,B17,ORD_0543
LOG_00544,ITEM_0168,2023-01-23 16:00:00,out,B9,ORD_0544
LOG_00545,ITEM_0281,2023-01-23 17:00:00,in,B18,ORD_0545
LOG_00546,ITEM_0174,2023-01-23 18:00:00,out,B13,ORD_0546
LOG_00547,ITEM_0030,2023-01-23 19:00:00,out,B12,ORD_0547
LOG_00548,ITEM_0900,2023-01-23 20:00:00,out,B10,ORD_0548
LOG_00549,ITEM_0016,2023-01-23 21:00:00,out,B2,ORD_0549
LOG_00550,ITEM_0175,2023-01-23 22:00:00,in,B13,ORD_0550
LOG_00551,ITEM_0080,2023-01-23 23:00:00,in,B13,ORD_0551
LOG_00552,ITEM_0789,2023-01-24 00:00:00,in,B17,ORD_0552
LOG_00553,ITEM_0756,2023-01-24 01:00:00,in,B20,ORD_0553
LOG_00554,ITEM_0176,2023-01-24 02:00:00,in,B17,ORD_0554
LOG_00555,ITEM_0187,2023-01-24 03:00:00,out,B7,ORD_0555
LOG_00556,ITEM_0475,2023-01-24 04:00:00,out,B10,ORD_0556
LOG_00557,ITEM_0634,2023-01-24 05:00:00,out,B8,ORD_0557
LOG_00558,ITEM_0129,2023-01-24 06:00:00,out,B13,ORD_0558
LOG_00559,ITEM_0792,2023-01-24 07:00:00,out,B6,ORD_0559
LOG_00560,ITEM_0428,2023-01-24 08:00:00,in,B20,ORD_0560
LOG_00561,ITEM_0251,2023-01-24 09:00:00,in,B15,ORD_0561
LOG_00562,ITEM_0191,2023-01-24 10:00:00,in,B1,ORD_0562
LOG_00563,ITEM_0241,2023-01-24 11:00:00,out,B14,ORD_0563
LOG_00564,ITEM_0150,2023-01-24 12:00:00,in,B19,ORD_0564
LOG_00565,ITEM_0839,2023-01-24 13:00:00,in,B18,ORD_0565
LOG_00566,ITEM_0439,2023-01-24 14:00:00,out,B2,ORD_0566
LOG_00567,ITEM_0278,2023-01-24 15:00:00,in,B13,ORD_0567
LOG_00568,ITEM_0410,2023-01-24 16:00:00,out,B5,ORD_0568
LOG_00569,ITEM_0694,2023-01-24 17:00:00,out,B8,ORD_0569
LOG_00570,ITEM_0211,2023-01-24 18:00:00,out,B3,ORD_0570
LOG_00571,ITEM_0367,2023-01-24 19:00:00,in,B10,ORD_0571
LOG_00572,ITEM_0302,2023-01-24 20:00:00,in,B18,ORD_0572
LOG_00573,ITEM_0467,2023-01-24 21:00:00,out,B16,ORD_0573
LOG_00574,ITEM_0590,2023-01-24 22:00:00,in,B4,ORD_0574
LOG_00575,ITEM_0929,2023-01-24 23:00:00,in,B5,ORD_0575
LOG_00576,ITEM_0141,2023-01-25 00:00:00,out,B5,ORD_0576
LOG_00577,ITEM_0185,2023-01-25 01:00:00,out,B10,ORD_0577
LOG_00578,ITEM_0044,2023-01-25 02:00:00,out,B10,ORD_0578
LOG_00579,ITEM_0795,2023-01-25 03:00:00,out,B19,ORD_0579
LOG_00580,ITEM_0830,2023-01-25 04:00:00,in,B17,ORD_0580
LOG_00581,ITEM_0155,2023-01-25 05:00:00,out,B15,ORD_0581
LOG_00582,ITEM_0606,2023-01-25 06:00:00,out,B16,ORD_0582
LOG_00583,ITEM_0257,2023-01-25 07:00:00,in,B3,ORD_0583
LOG_00584,ITEM_0091,2023-01-25 08:00:00,out,B16,ORD_0584
LOG_00585,ITEM_0460,2023-01-25 09:00:00,in,B15,ORD_0585
LOG_00586,ITEM_0588,2023-01-25 10:00:00,out,B5,ORD_0586
LOG_00587,ITEM_0223,2023-01-25 11:00:00,in,B14,ORD_0587
LOG_00588,ITEM_0639,2023-01-25 12:00:00,out,B9,ORD_0588
LOG_00589,ITEM_0364,2023-01-25 13:00:00,out,B11,ORD_0589
LOG_00590,ITEM_0755,2023-01-25 14:00:00,in,B18,ORD_0590
LOG_00591,ITEM_0324,2023-01-25 15:00:00,out,B6,ORD_0591
LOG_00592,ITEM_0305,2023-01-25 16:00:00,out,B16,ORD_0592
LOG_00593,ITEM_0228,2023-01-25 17:00:00,in,B2,ORD_0593
LOG_00594,ITEM_0318,2023-01-25 18:00:00,in,B8,ORD_0594
LOG_00595,ITEM_0992,2023-01-25 19:00:00,out,B17,ORD_0595
LOG_00596,ITEM_0336,2023-01-25 20:00:00,in,B7,ORD_0596
LOG_00597,ITEM_0806,2023-01-25 21:00:00,out,B16,ORD_0597
LOG_00598,ITEM_0172,2023-01-25 22:00:00,in,B14,ORD_0598
LOG_00599,ITEM_0267,2023-01-25 23:00:00,in,B8,ORD_0599
LOG_00600,ITEM_0166,2023-01-26 00:00:00,out,B6,ORD_0600
LOG_00601,ITEM_0606,2023-01-26 01:00:00,in,B5,ORD_0601
LOG_00602,ITEM_0092,2023-01-26 02:00:00,in,B20,ORD_0602
LOG_00603,ITEM_0914,2023-01-26 03:00:00,in,B3,ORD_0603
LOG_00604,ITEM_0078,2023-01-26 04:00:00,out,B15,ORD_0604
LOG_00605,ITEM_0487,2023-01-26 05:00:00,out,B10,ORD_0605
LOG_00606,ITEM_0531,2023-01-26 06:00:00,out,B10,ORD_0606
LOG_00607,ITEM_0704,2023-01-26 07:00:00,in,B11,ORD_0607
LOG_00608,ITEM_0452,2023-01-26 08:00:00,out,B2,ORD_0608
LOG_00609,ITEM_0832,2023-01-26 09:00:00,in,B6,ORD_0609
LOG_00610,ITEM_0349,2023-01-26 10:00:00,in,B3,ORD_0610
LOG_00611,ITEM_0835,2023-01-26 11:00:00,in,B18,ORD_0611
LOG_00612,ITEM_0240,2023-01-26 12:00:00,in,B6,ORD_0612
LOG_00613,ITEM_0433,2023-01-26 13:00:00,out,B1,ORD_0613
LOG_00614,ITEM_0621,2023-01-26 14:00:00,out,B5,ORD_0614
LOG_00615,ITEM_0140,2023-01-26 15:00:00,out,B15,ORD_0615
LOG_00616,ITEM_0348,2023-01-26 16:00:00,out,B10,ORD_0616
LOG_00617,ITEM_0370,2023-01-26 17:00:00,out,B6,ORD_0617
LOG_00618,ITEM_0409,2023-01-26 18:00:00,in,B10,ORD_0618
LOG_00619,ITEM_0697,2023-01-26 19:00:00,out,B4,ORD_0619
LOG_00620,ITEM_0316,2023-01-26 20:00:00,in,B7,ORD_0620
LOG_00621,ITEM_0644,2023-01-26 21:00:00,out,B13,ORD_0621
LOG_00622,ITEM_0642,2023-01-26 22:00:00,out,B11,ORD_0622
LOG_00623,ITEM_0411,2023-01-26 23:00:00,out,B7,ORD_0623
LOG_00624,ITEM_0440,2023-01-27 00:00:00,in,B16,ORD_0624
LOG_00625,ITEM_0957,2023-01-27 01:00:00,out,B9,ORD_0625
LOG_00626,ITEM_0076,2023-01-27 02:00:00,in,B11,ORD_0626
LOG_00627,ITEM_0914,2023-01-27 03:00:00,in,B19,ORD_0627
LOG_00628,ITEM_0970,2023-01-27 04:00:00,in,B4,ORD_0628
LOG_00629,ITEM_0999,2023-01-27 05:00:00,out,B11,ORD_0629
LOG_00630,ITEM_0723,2023-01-27 06:00:00,out,B3,ORD_0630
LOG_00631,ITEM_0598,2023-01-27 07:00:00,out,B18,ORD_0631
LOG_00632,ITEM_0609,2023-01-27 08:00:00,in,B20,ORD_0632
LOG_00633,ITEM_0511,2023-01-27 09:00:00,in,B9,ORD_0633
LOG_00634,ITEM_0847,2023-01-27 10:00:00,in,B4,ORD_0634
LOG_00635,ITEM_0694,2023-01-27 11:00:00,in,B8,ORD_0635
LOG_00636,ITEM_0279,2023-01-27 12:00:00,out,B18,ORD_0636
LOG_00637,ITEM_0651,2023-01-27 13:00:00,out,B18,ORD_0637
LOG_00638,ITEM_0560,2023-01-27 14:00:00,in,B17,ORD_0638
LOG_00639,ITEM_0565,2023-01-27 15:00:00,in,B4,ORD_0639
LOG_00640,ITEM_0975,2023-01-27 16:00:00,out,B18,ORD_0640
LOG_00641,ITEM_0942,2023-01-27 17:00:00,in,B20,ORD_0641
LOG_00642,ITEM_0442,2023-01-27 18:00:00,in,B19,ORD_0642
LOG_00643,ITEM_0436,2023-01-27 19:00:00,in,B8,ORD_0643
LOG_00644,ITEM_0088,2023-01-27 20:00:00,in,B8,ORD_0644
LOG_00645,ITEM_0017,2023-01-27 21:00:00,in,B9,ORD_0645
LOG_00646,ITEM_0036,2023-01-27 22:00:00,out,B15,ORD_0646
LOG_00647,ITEM_0681,2023-01-27 23:00:00,out,B16,ORD_0647
LOG_00648,ITEM_0540,2023-01-28 00:00:00,in,B8,ORD_0648
LOG_00649,ITEM_0202,2023-01-28 01:00:00,out,B5,ORD_0649
LOG_00650,ITEM_0501,2023-01-28 02:00:00,in,B17,ORD_0650
LOG_00651,ITEM_0632,2023-01-28 03:00:00,out,B2,ORD_0651
LOG_00652,ITEM_0394,2023-01-28 04:00:00,out,B5,ORD_0652
LOG_00653,ITEM_0923,2023-01-28 05:00:00,in,B13,ORD_0653
LOG_00654,ITEM_0443,2023-01-28 06:00:00,in,B9,ORD_0654
LOG_00655,ITEM_0337,2023-01-28 07:00:00,out,B19,ORD_0655
LOG_00656,ITEM_0042,2023-01-28 08:00:00,out,B9,ORD_0656
LOG_00657,ITEM_0311,2023-01-28 09:00:00,in,B13,ORD_0657
LOG_00658,ITEM_0402,2023-01-28 10:00:00,in,B10,ORD_0658
LOG_00659,ITEM_0051,2023-01-28 11:00:00,out,B14,ORD_0659
LOG_00660,ITEM_0691,2023-01-28 12:00:00,out,B13,ORD_0660
LOG_00661,ITEM_0371,2023-01-28 13:00:00,in,B3,ORD_0661
LOG_00662,ITEM_0862,2023-01-28 14:00:00,out,B17,ORD_0662
LOG_00663,ITEM_0329,2023-01-28 15:00:00,out,B9,ORD_0663
LOG_00664,ITEM_0492,2023-01-28 16:00:00,in,B9,ORD_0664
LOG_00665,ITEM_0362,2023-01-28 17:00:00,in,B14,ORD_0665
LOG_00666,ITEM_0971,2023-01-28 18:00:00,in,B20,ORD_0666
LOG_00667,ITEM_0533,2023-01-28 19:00:00,out,B4,ORD_0667
LOG_00668,ITEM_0271,2023-01-28 20:00:00,in,B20,ORD_0668
LOG_00669,ITEM_0599,2023-01-28 21:00:00,out,B2,ORD_0669
LOG_00670,ITEM_0369,2023-01-28 22:00:00,out,B7,ORD_0670
LOG_00671,ITEM_0772,2023-01-28 23:00:00,out,B3,ORD_0671
LOG_00672,ITEM_0725,2023-01-29 00:00:00,out,B8,ORD_0672
LOG_00673,ITEM_0619,2023-01-29 01:00:00,out,B9,ORD_0673
LOG_00674,ITEM_0851,2023-01-29 02:00:00,out,B19,ORD_0674
LOG_00675,ITEM_0055,2023-01-29 03:00:00,out,B4,ORD_0675
LOG_00676,ITEM_0617,2023-01-29 04:00:00,in,B7,ORD_0676
LOG_00677,ITEM_0236,2023-01-29 05:00:00,out,B18,ORD_0677
LOG_00678,ITEM_0811,2023-01-29 06:00:00,in,B1,ORD_0678
LOG_00679,ITEM_0259,2023-01-29 07:00:00,out,B15,ORD_0679
LOG_00680,ITEM_0667,2023-01-29 08:00:00,out,B11,ORD_0680
LOG_00681,ITEM_0195,2023-01-29 09:00:00,out,B6,ORD_0681
LOG_00682,ITEM_0078,2023-01-29 10:00:00,out,B17,ORD_0682
LOG_00683,ITEM_0090,2023-01-29 11:00:00,out,B4,ORD_0683
LOG_00684,ITEM_0023,2023-01-29 12:00:00,out,B18,ORD_0684
LOG_00685,ITEM_0753,2023-01-29 13:00:00,in,B9,ORD_0685
LOG_00686,ITEM_0845,2023-01-29 14:00:00,in,B2,ORD_0686
LOG_00687,ITEM_0125,2023-01-29 15:00:00,in,B12,ORD_0687
LOG_00688,ITEM_0962,2023-01-29 16:00:00,out,B1,ORD_0688
LOG_00689,ITEM_0534,2023-01-29 17:00:00,out,B16,ORD_0689
LOG_00690,ITEM_0634,2023-01-29 18:00:00,in,B7,ORD_0690
LOG_00691,ITEM_0217,2023-01-29 19:00:00,out,B5,ORD_0691
LOG_00692,ITEM_0551,2023-01-29 20:00:00,in,B1,ORD_0692
LOG_00693,ITEM_0970,2023-01-29 21:00:00,in,B8,ORD_0693
LOG_00694,ITEM_0134,2023-01-29 22:00:00,out,B2,ORD_0694
LOG_00695,ITEM_0799,2023-01-29 23:00:00,out,B20,ORD_0695
LOG_00696,ITEM_0104,2023-01-30 00:00:00,in,B15,ORD_0696
